
============GCS to UAV: Control Commands===========
 Publish MSG : @@@U_000***120***1626069915.69***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3623783,lon=149.165223,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3623783,lon=149.165223,alt=614.02#last_heartbeat|0.9441174#battery|Battery:voltage=12.242,current=25.92,level=83#velocity|[3.05, -0.04, 0.0]#attitude|Attitude:pitch=-0.205681368709,yaw=-0.00361274229363,roll=0.0120877223089#airspeed|3.05999994278#groundspeed|3.05999994278heading|359#***     113326***    113345*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***98.3619101994***-0.801500399875***     113326***    113346*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***121***1626069915.81***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3623683,lon=149.165223,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3623683,lon=149.165223,alt=614.02#last_heartbeat|0.1025063#battery|Battery:voltage=12.242,current=25.92,level=83#velocity|[3.04, -0.03, 0.0]#attitude|Attitude:pitch=-0.191229507327,yaw=-0.00306938984431,roll=0.0124645903707#airspeed|3.05999994278#groundspeed|3.05999994278heading|359#***     113436***    113449*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***99.4639732496***-0.768104551857***     113436***    113450*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***615***1626069915.85899***COMMAND:HEARTBEAT_MESSAGE***     113469***    113472*** 

>>>>>> Average Network Delay for command packets: 5.111111 MilliSec.

LteSignalStrength= 0.011103 dBm*** LteSINR= 23406482641015.546875 dBm 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***613***1626069915.85832***COMMAND:HEARTBEAT_MESSAGE***     113469***    113473*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***618***1626069915.861047***COMMAND:GO_FORWARD***     113469***    113474*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***616***1626069915.860452***COMMAND:GO_FORWARD***     113469***    113476*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***614***1626069915.858678***COMMAND:HEARTBEAT_MESSAGE***     113469***    113477*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***617***1626069915.860766***COMMAND:GO_FORWARD***     113469***    113478*** 

WifiSignalStrength= -75.322954 dBm*** WifiNoise= -93.965985 dBm 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***120***1626069915.95***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.362365,lon=149.165223,alt=30.0#location.global_frame|LocationGlobal:lat=-35.362365,lon=149.165223,alt=614.02#last_heartbeat|0.2527259#battery|Battery:voltage=12.242,current=25.75,level=83#velocity|[3.0, -0.03, 0.0]#attitude|Attitude:pitch=-0.173523411155,yaw=-0.0050111063756,roll=0.0134447067976#airspeed|3.06999993324#groundspeed|3.06999993324heading|359#***     113532***    113551*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***99.8313276***-0.790368450536***     113532***    113552*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***619***1626069916.359824***COMMAND:HEARTBEAT_MESSAGE***     113909***    113912*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***620***1626069916.360163***COMMAND:HEARTBEAT_MESSAGE***     113909***    113913*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***621***1626069916.360452***COMMAND:HEARTBEAT_MESSAGE***     113909***    113914*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***121***1626069916.74***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3623457,lon=149.1652231,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3623457,lon=149.1652231,alt=614.02#last_heartbeat|0.0502179999994#battery|Battery:voltage=12.242,current=25.92,level=83#velocity|[2.96, -0.02, 0.0]#attitude|Attitude:pitch=-0.212598711252,yaw=-0.00244283373468,roll=0.00944858696312#airspeed|2.98000001907#groundspeed|2.98000001907heading|359#***     114264***    114283*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***101.9909259***-0.790368450536***     114264***    114284*** 

TRY Recvd: @@@U_001***DISTANCE***96.5362703994***-0.745840650015*** 

>>>>>> X-Value:  96.5362703994  ;  Y-Value:  -0.745840650015 <<<<<<

X 	 96.536270 	 Y 	 -0.745841

 TELEMETRY Recvd: @@@U_002***119***1626069914.92***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.362398,lon=149.1652232,alt=30.0#location.global_frame|LocationGlobal:lat=-35.362398,lon=149.1652232,alt=614.02#last_heartbeat|0.2194099#battery|Battery:voltage=12.242,current=25.92,level=83#velocity|[3.02, -0.06, 0.0]#attitude|Attitude:pitch=-0.19229413569,yaw=-0.00285031995736,roll=0.00830698851496#airspeed|3.04999995232#groundspeed|3.04999995232heading|359#*** 

 TELEMETRY Recvd: @@@U_002***DISTANCE***96.1577840997***-0.768104548694*** 

>>>>>> X-Value:  96.1577840997  ;  Y-Value:  -0.768104548694 <<<<<<

X 	 96.157784 	 Y 	 -0.768105

 TELEMETRY Recvd: @@@U_001***120***1626069915.29***SENSOR|*** 

 TELEMETRY Recvd: @@@U_000***120***1626069915.69***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3623783,lon=149.165223,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3623783,lon=149.165223,alt=614.02#last_heartbeat|0.9441174#battery|Battery:voltage=12.242,current=25.92,level=83#velocity|[3.05, -0.04, 0.0]#attitude|Attitude:pitch=-0.205681368709,yaw=-0.00361274229363,roll=0.0120877223089#airspeed|3.05999994278#groundspeed|3.05999994278heading|359#*** 

 TELEMETRY Recvd: @@@U_000***DISTANCE***98.3619101994***-0.801500399875*** 

>>>>>> X-Value:  98.3619101994  ;  Y-Value:  -0.801500399875 <<<<<<

X 	 98.361908 	 Y 	 -0.801500

 TELEMETRY Recvd: @@@U_001***121***1626069915.81***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3623683,lon=149.165223,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3623683,lon=149.165223,alt=614.02#last_heartbeat|0.1025063#battery|Battery:voltage=12.242,current=25.92,level=83#velocity|[3.04, -0.03, 0.0]#attitude|Attitude:pitch=-0.191229507327,yaw=-0.00306938984431,roll=0.0124645903707#airspeed|3.05999994278#groundspeed|3.05999994278heading|359#*** 

 TELEMETRY Recvd: @@@U_001***DISTANCE***99.4639732496***-0.768104551857*** 

>>>>>> X-Value:  99.4639732496  ;  Y-Value:  -0.768104551857 <<<<<<

X 	 99.463974 	 Y 	 -0.768105

 TELEMETRY Recvd: @@@U_002***120***1626069915.95***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.362365,lon=149.165223,alt=30.0#location.global_frame|LocationGlobal:lat=-35.362365,lon=149.165223,alt=614.02#last_heartbeat|0.2527259#battery|Battery:voltage=12.242,current=25.75,level=83#velocity|[3.0, -0.03, 0.0]#attitude|Attitude:pitch=-0.173523411155,yaw=-0.0050111063756,roll=0.0134447067976#airspeed|3.06999993324#groundspeed|3.06999993324heading|359#*** 

 TELEMETRY Recvd: @@@U_002***DISTANCE***99.8313276***-0.790368450536*** 

>>>>>> X-Value:  99.8313276  ;  Y-Value:  -0.790368450536 <<<<<<

X 	 99.831329 	 Y 	 -0.790368

 TELEMETRY Recvd: @@@U_000***121***1626069916.74***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3623457,lon=149.1652231,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3623457,lon=149.1652231,alt=614.02#last_heartbeat|0.0502179999994#battery|Battery:voltage=12.242,current=25.92,level=83#velocity|[2.96, -0.02, 0.0]#attitude|Attitude:pitch=-0.212598711252,yaw=-0.00244283373468,roll=0.00944858696312#airspeed|2.98000001907#groundspeed|2.98000001907heading|359#*** 

 TELEMETRY Recvd: @@@U_000***DISTANCE***101.9909259***-0.790368450536*** 

>>>>>> X-Value:  101.9909259  ;  Y-Value:  -0.790368450536 <<<<<<

X 	 101.990929 	 Y 	 -0.790368

 TELEMETRY Recvd: @@@U_001***122***1626069916.86***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3623424,lon=149.1652231,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3623424,lon=149.1652231,alt=614.02#last_heartbeat|0.150702#battery|Battery:voltage=12.242,current=25.92,level=83#velocity|[2.96, -0.02, 0.0]#attitude|Attitude:pitch=-0.212504178286,yaw=-0.00239675492048,roll=0.00943990051746#airspeed|2.96000003815#groundspeed|2.96000003815heading|359#*** 

 TELEMETRY Recvd: @@@U_001***DISTANCE**
============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***623***1626069916.861506***COMMAND:HEARTBEAT_MESSAGE***     114367***    114370*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***624***1626069916.861693***COMMAND:HEARTBEAT_MESSAGE***     114367***    114371*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***622***1626069916.861163***COMMAND:HEARTBEAT_MESSAGE***     114367***    114372*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***122***1626069916.86***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3623424,lon=149.1652231,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3623424,lon=149.1652231,alt=614.02#last_heartbeat|0.150702#battery|Battery:voltage=12.242,current=25.92,level=83#velocity|[2.96, -0.02, 0.0]#attitude|Attitude:pitch=-0.212504178286,yaw=-0.00239675492048,roll=0.00943990051746#airspeed|2.96000003815#groundspeed|2.96000003815heading|359#***     114367***    114386*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***102.347148299***-0.756972602518***     114367***    114387*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***121***1626069916.95***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3623391,lon=149.1652231,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3623391,lon=149.1652231,alt=614.02#last_heartbeat|0.2533567#battery|Battery:voltage=12.242,current=26.0,level=83#velocity|[2.99, -0.03, 0.0]#attitude|Attitude:pitch=-0.206948533654,yaw=-0.00254684803076,roll=0.007891821675#airspeed|3.0#groundspeed|3.0heading|359#***     114435***    114448*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***102.71450265***-0.779236501197***     114435***    114449*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***122***1626069917.3***SENSOR|***     114759***    114771*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***625***1626069917.347086***COMMAND:GO_FORWARD***     114800***    114804*** 

>>>>>> Average Network Delay for command packets: 6.083333 MilliSec.

LteSignalStrength= 0.005245 dBm*** LteSINR= 11057194403447.095703 dBm 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***626***1626069917.347406***COMMAND:GO_FORWARD***     114801***    114805*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***627***1626069917.34761***COMMAND:GO_FORWARD***     114801***    114806*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***628***1626069917.362443***COMMAND:HEARTBEAT_MESSAGE***     114806***    114810*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***629***1626069917.362755***COMMAND:HEARTBEAT_MESSAGE***     114806***    114811*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***630***1626069917.363156***COMMAND:HEARTBEAT_MESSAGE***     114806***    114812*** 

WifiSignalStrength= -75.322954 dBm*** WifiNoise= -93.965985 dBm 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***122***1626069917.74***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3623198,lon=149.165223,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3623198,lon=149.165223,alt=614.02#last_heartbeat|0.0504416000003#battery|Battery:voltage=12.242,current=25.42,level=82#velocity|[2.88, -0.05, 0.0]#attitude|Attitude:pitch=-0.168639883399,yaw=-0.00455044442788,roll=0.0121229076758#airspeed|3.01999998093#groundspeed|3.01999998093heading|359#***     115162***    115174*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***104.87410095***-0.801500399875***     115162***    115175*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***632***1626069917.864291***COMMAND:HEARTBEAT_MESSAGE***     115269***    115272*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***633***1626069917.864469***COMMAND:HEARTBEAT_MESSAGE***     115269***    115273*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***631***1626069917.864009***COMMAND:HEARTBEAT_MESSAGE***     115269***    115274*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***123***1626069917.86***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3623167,lon=149.165223,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3623167,lon=149.165223,alt=614.02#last_heartbeat|0.150689900001#battery|Battery:voltage=12.242,current=25.42,level=82#velocity|[2.88, -0.05, 0.0]#attitude|Attitude:pitch=-0.168803989887,yaw=-0.00450879149139,roll=0.011735518463#airspeed|3.00999999046#groundspeed|3.00999999046heading|359#***     115269***    115288*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***105.20805945***-0.768104551857***     115269***    115289*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***123***1626069918.0***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3623135,lon=149.1652229,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3623135,lon=149.1652229,alt=614.02#last_heartbeat|0.3014114#battery|Battery:voltage=12.242,current=25.67,level=82#velocity|[2.86, -0.04, 0.0]#attitude|Attitude:pitch=-0.196042925119,yaw=-0.0015972929541,roll=0.0123321982101#airspeed|2.90999984741#groundspeed|2.90999984741heading|359#***     115379***    115399*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***105.56428185***-0.801500399875***     115380***    115400*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***123***1626069918.29***SENSOR|***     115621***    115640*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***635***1626069918.365801***COMMAND:HEARTBEAT_MESSAGE***     115673***    115676*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***636***1626069918.36595***COMMAND:HEARTBEAT_MESSAGE***     115673***    115677*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***634***1626069918.365473***COMMAND:HEARTBEAT_MESSAGE***     115673***    115678*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***638***1626069918.71842***COMMAND:GO_FORWARD***     115997***    116000*** 

>>>>>> Average Network Delay for command packets: 5.250000 MilliSec.

LteSignalStrength= 0.005326 dBm*** LteSINR= 11228190797146.341797 dBm 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***639***1626069918.71866***COMMAND:GO_FORWARD***     115997***    116001*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***637***1626069918.718138***COMMAND:GO_FORWARD***     115997***    116002*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***124***1626069918.75***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3622944,lon=149.1652231,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3622944,lon=149.1652231,alt=614.02#last_heartbeat|0.0502788999993#battery|Battery:voltage=12.242,current=26.08,level=82#velocity|[2.96, -0.04, 0.0]#attitude|Attitude:pitch=-0.194138392806,yaw=0.00134871213231,roll=0.00937042105943#airspeed|2.97000002861#groundspeed|2.97000002861heading|0#***     116019***    116038*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***107.701616249***-0.790368450536***     116019***    116039*** 


WifiSignalStrength= -75.322954 dBm*** WifiNoise= -93.965985 dBm 
*102.347148299***-0.756972602518*** 

>>>>>> X-Value:  102.347148299  ;  Y-Value:  -0.756972602518 <<<<<<

X 	 102.347145 	 Y 	 -0.756973

 TELEMETRY Recvd: @@@U_002***121***1626069916.95***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3623391,lon=149.1652231,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3623391,lon=149.1652231,alt=614.02#last_heartbeat|0.2533567#battery|Battery:voltage=12.242,current=26.0,level=83#velocity|[2.99, -0.03, 0.0]#attitude|Attitude:pitch=-0.206948533654,yaw=-0.00254684803076,roll=0.007891821675#airspeed|3.0#groundspeed|3.0heading|359#*** 

 TELEMETRY Recvd: @@@U_002***DISTANCE***102.71450265***-0.779236501197*** 

>>>>>> X-Value:  102.71450265  ;  Y-Value:  -0.779236501197 <<<<<<

X 	 102.714500 	 Y 	 -0.779236

 TELEMETRY Recvd: @@@U_002***122***1626069917.3***SENSOR|*** 

 TELEMETRY Recvd: @@@U_000***122***1626069917.74***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3623198,lon=149.165223,alt=30.0#location.global_frame|LocationGlobal:lat=-35.3623198,lon=149.165223,alt=614.02#last_heartbeat|0.0504416000003#battery|Battery:voltage=12.242,current=25.42,level=82#velocity|[2.88, -0.05, 0.0]#attitude|Attitude:pitch=-0.168639883399,yaw=-0.00455044442788,roll=0.0121229076758#airspeed|3.01999998093#groundspeed|3.01999998093heading|359#*** 
