
============GCS to UAV: Control Commands===========
 TELEMETRY Recvd: @@@U_000***100***1626158978.98***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3620026,lon=149.1652351,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3620026,lon=149.1652351,alt=613.98#last_heartbeat|0.4533569#battery|Battery:voltage=12.242,current=26.25,level=85#velocity|[4.59, 0.0, 0.01]#attitude|Attitude:pitch=-0.268715977669,yaw=-0.0021351352334,roll=0.00415993575007#airspeed|4.73999977112#groundspeed|4.73999977112heading|359#*** 

 TELEMETRY Recvd: @@@U_000***DISTANCE***140.1067227***0.512069698074*** 

>>>>>> X-Value:  140.1067227  ;  Y-Value:  0.512069698074 <<<<<<

X 	 140.106720 	 Y 	 0.512070

 TELEMETRY Recvd: @@@U_003***100***1626158979.03***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3619939,lon=149.1652348,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3619939,lon=149.1652348,alt=613.98#last_heartbeat|0.5468699#battery|Battery:voltage=12.242,current=26.25,level=86#velocity|[4.51, 0.0, 0.01]#attitude|Attitude:pitch=-0.257464855909,yaw=-0.0042729601264,roll=0.00452254666016#airspeed|4.69000005722#groundspeed|4.69000005722heading|359#*** 

 TELEMETRY Recvd: @@@U_003***DISTANCE***141.075202349***0.489805799396*** 

>>>>>> X-Value:  141.075202349  ;  Y-Value:  0.489805799396 <<<<<<

X 	 141.075195 	 Y 	 0.489806

 TELEMETRY Recvd: @@@U_001***100***1626158979.07***TELEMETRY#location
============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***100***1626158979.07***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3619959,lon=149.1652351,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3619959,lon=149.1652351,alt=613.98#last_heartbeat|0.6051539#battery|Battery:voltage=12.242,current=26.25,level=85#velocity|[4.5, 0.0, 0.01]#attitude|Attitude:pitch=-0.256364494562,yaw=-0.00464840373024,roll=0.00615898519754#airspeed|4.69000005722#groundspeed|4.69000005722heading|359#***      63641***     63655*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***140.85256335***0.512069698074***      63641***     63656*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***691***1626158979.151548***COMMAND:GO_FORWARD***      63683***     63686*** 

>>>>>> Average Network Delay for command packets: 5.562500 MilliSec.

LteSignalStrength= 0.006441 dBm*** LteSINR= 13579064530165.367188 dBm 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***692***1626158979.151818***COMMAND:GO_FORWARD***      63683***     63687*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***689***1626158979.150993***COMMAND:GO_FORWARD***      63683***     63688*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***690***1626158979.151318***COMMAND:GO_FORWARD***      63683***     63689*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***695***1626158979.244194***COMMAND:HEARTBEAT_MESSAGE***      63739***     63742*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***696***1626158979.244401***COMMAND:HEARTBEAT_MESSAGE***      63739***     63743*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***693***1626158979.243714***COMMAND:HEARTBEAT_MESSAGE***      63739***     63744*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***694***1626158979.244039***COMMAND:HEARTBEAT_MESSAGE***      63739***     63745*** 

WifiSignalStrength= -74.403909 dBm*** WifiNoise= -93.965985 dBm 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***100***1626158979.39***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3619829,lon=149.165235,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3619829,lon=149.165235,alt=613.98#last_heartbeat|0.8992744#battery|Battery:voltage=12.242,current=26.17,level=85#velocity|[4.4, -0.01, 0.01]#attitude|Attitude:pitch=-0.246195599437,yaw=-0.00274988031015,roll=0.00712799467146#airspeed|4.5499997139#groundspeed|4.5499997139heading|359#***      63825***     63844*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***142.29971685***0.512069698074***      63825***     63845*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***700***1626158979.745827***COMMAND:HEARTBEAT_MESSAGE***      64054***     64057*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***697***1626158979.74512***COMMAND:HEARTBEAT_MESSAGE***      64054***     64058*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***698***1626158979.745398***COMMAND:HEARTBEAT_MESSAGE***      64054***     64059*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***699***1626158979.745589***COMMAND:HEARTBEAT_MESSAGE***      64054***     64060*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***101***1626158979.98***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3619638,lon=149.1652348,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3619638,lon=149.1652348,alt=613.98#last_heartbeat|0.465096#battery|Battery:voltage=12.193,current=26.75,level=85#velocity|[4.31, 0.0, 0.0]#attitude|Attitude:pitch=-0.296589970589,yaw=0.00434866920114,roll=0.00592614337802#airspeed|4.38999986649#groundspeed|4.38999986649heading|0#***      64213***     64232*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***144.4259193***0.478673850057***      64213***     64233*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***101***1626158980.07***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3619579,lon=149.1652348,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3619579,lon=149.1652348,alt=613.98#last_heartbeat|0.6021167#battery|Battery:voltage=12.193,current=26.67,level=85#velocity|[4.29, 0.0, 0.0]#attitude|Attitude:pitch=-0.308879524469,yaw=0.00426905555651,roll=0.00692289927974#airspeed|4.31999969482#groundspeed|4.31999969482heading|0#***      64264***     64278*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***101***1626158980.08***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3619555,lon=149.1652345,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3619555,lon=149.1652345,alt=613.98#last_heartbeat|0.6010532#battery|Battery:voltage=12.193,current=26.75,level=85#velocity|[4.37, 0.0, 0.0]#attitude|Attitude:pitch=-0.317926585674,yaw=0.00437082210556,roll=0.0053445561789#airspeed|4.38000011444#groundspeed|4.38000011444heading|0#***      64265***     64278*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***145.08270435***0.478673850057***      64264***     64279*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***DISTANCE***145.34987115***0.456409948215***      64265***     64279*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***703***1626158980.246995***COMMAND:HEARTBEAT_MESSAGE***      64367***     64370*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***704***1626158980.247216***COMMAND:HEARTBEAT_MESSAGE***      64367***     64371*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***701***1626158980.246546***COMMAND:HEARTBEAT_MESSAGE***      64367***     64372*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***702***1626158980.246822***COMMAND:HEARTBEAT_MESSAGE***      64367***     64373*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***101***1626158980.43***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3619447,lon=149.1652347,alt=29.98#location.global_frame|LocationGlobal:lat=-35.3619447,lon=149.1652347,alt=613.97#last_heartbeat|0.9477705#battery|Battery:voltage=12.193,current=26.92,level=85#velocity|[4.47, -0.01, 0.0]#attitude|Attitude:pitch=-0.334083884954,yaw=0.00287373573519,roll=0.0066913892515#airspeed|4.40000009537#groundspeed|4.40000009537heading|0#***      64489***     64508*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***146.552121749***0.478673850057***      64489***     64509*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***708***1626158980.748649***COMMAND:HEARTBEAT_MESSAGE***      64702***     64705*** 

>>>>>> Average Network Delay for command packets: 5.500000 MilliSec.

LteSignalStrength= 0.000817 dBm*** LteSINR= 1722269853319.163818 dBm 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***705***1626158980.748017***COMMAND:HEARTBEAT_MESSAGE***      64702***     64706*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***706***1626158980.7483***COMMAND:HEARTBEAT_MESSAGE***      64702***     64707*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***707***1626158980.748467***COMMAND:HEARTBEAT_MESSAGE***      64702***     64708*** 

WifiSignalStrength= -74.403909 dBm*** WifiNoise= -93.965985 dBm 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***102***1626158980.93***SENSOR|***      64819***     64838*** 

.global_relative_frame|LocationGlobalRelative:lat=-35.3619959,lon=149.1652351,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3619959,lon=149.1652351,alt=613.98#last_heartbeat|0.6051539#battery|Battery:voltage=12.242,current=26.25,level=85#velocity|[4.5, 0.0, 0.01]#attitude|Attitude:pitch=-0.256364494562,yaw=-0.00464840373024,roll=0.00615898519754#airspeed|4.69000005722#groundspeed|4.69000005722heading|359#*** 

 TELEMETRY Recvd: @@@U_001***DISTANCE***140.85256335***0.512069698074*** 

>>>>>> X-Value:  140.85256335  ;  Y-Value:  0.512069698074 <<<<<<

X 	 140.852570 	 Y 	 0.512070

 TELEMETRY Recvd: @@@U_002***100***1626158979.39***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3619829,lon=149.165235,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3619829,lon=149.165235,alt=613.98#last_heartbeat|0.8992744#battery|Battery:voltage=12.242,current=26.17,level=85#velocity|[4.4, -0.01, 0.01]#attitude|Attitude:pitch=-0.246195599437,yaw=-0.00274988031015,roll=0.00712799467146#airspeed|4.5499997139#groundspeed|4.5499997139heading|359#*** 

 TELEMETRY Recvd: @@@U_002***DISTANCE***142.29971685***0.512069698074*** 

>>>>>> X-Value:  142.29971685  ;  Y-Value:  0.512069698074 <<<<<<

X 	 142.299713 	 Y 	 0.512070

 TELEMETRY Recvd: @@@U_000***101***1626158979.98***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3619638,lon=149.1652348,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3619638,lon=149.1652348,alt=613.98#last_heartbeat|0.465096#battery|Battery:voltage=12.193,current=26.75,level=85#velocity|[4.31, 0.0, 0.0]#attitude|Attitude:pitch=-0.296589970589,yaw=0.00434866920114,roll=0.00592614337802#airspeed|4.38999986649#groundspeed|4.38999986649heading|0#*** 

 TELEMETRY Recvd: @@@U_000***DISTANCE***144.4259193***0.478673850057*** 

>>>>>> X-Value:  144.4259193  ;  Y-Value:  0.478673850057 <<<<<<

X 	 144.425919 	 Y 	 0.478674

 TELEMETRY Recvd: @@@U_001***101***1626158980.07***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3619579,lon=149.1652348,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3619579,lon=149.1652348,alt=613.98#last_heartbeat|0.6021167#battery|Battery:voltage=12.193,current=26.67,level=85#velocity|[4.29, 0.0, 0.0]#attitude|Attitude:pitch=-0.308879524469,yaw=0.00426905555651,roll=0.00692289927974#airspeed|4.31999969482#groundspeed|4.31999969482heading|0#*** 

 TELEMETRY Recvd: @@@U_001***DISTANCE***145.08270435***0.478673850057*** 

>>>>>> X-Value:  145.08270435  ;  Y-Value:  0.478673850057 <<<<<<

X 	 145.082703 	 Y 	 0.478674

 TELEMETRY Recvd: @@@U_003***101***1626158980.08***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3619555,lon=149.1652345,alt=29.99#location.global_frame|LocationGlobal:lat=-35.3619555,lon=149.1652345,alt=613.98#last_heartbeat|0.6010532#battery|Battery:voltage=12.193,current=26.75,level=85#velocity|[4.37, 0.0, 0.0]#attitude|Attitude:pitch=-0.317926585674,yaw=0.00437082210556,roll=0.0053445561789#airspeed|4.38000011444#groundspeed|4.38000011444heading|0#*** 

 TELEMETRY Recvd: @@@U_003***DISTANCE***145.34987115***0.456409948215*** 

>>>>>> X-Value:  145.34987115  ;  Y-Value:  0.456409948215 <<<<<<

X 	 145.349869 	 Y 	 0.456410

 TELEMETRY Recvd: @@@U_002***101***1626158980.43***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3619447,lon=149.1652347,alt=29.98#location.global_frame|LocationGlobal:lat=-35.3619447,lon=149.1652347,alt=613.97#last_heartbeat|0.9477705#battery|Battery:voltage=12.193,current=26.92,level=85#velocity|[4.47, -0.01, 0.0]#attitude|Attitude:pitch=-0.334083884954,yaw=0.00287373573519,roll=0.0066913892515#airspeed|4.40000009537#groundspeed|4.40000009537heading|0#*** 

 TELEMETRY Recvd: @@@U_002***DISTANCE***146.552121749***0.478673850057*** 

>>>>>> X-Value:  146.552121749  ;  Y-Value:  0.478673850057 <<<<<<

X 	 146.552124 	 Y 	 0.478674

 TELEMETRY Recvd: @@@U_002***102***1626158980.93***SENSOR|*** 

 TELEMETRY Recvd: @@@U_000***102***1626158980.99***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.361
============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***712***1626158980.995602***COMMAND:GO_FORWARD***      64861***     64864*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***709***1626158980.994085***COMMAND:GO_FORWARD***      64861***     64865*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***710***1626158980.9947***COMMAND:GO_FORWARD***      64861***     64866*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***711***1626158980.995174***COMMAND:GO_FORWARD***      64861***     64868*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***102***1626158980.99***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3619143,lon=149.1652345,alt=29.97#location.global_frame|LocationGlobal:lat=-35.3619143,lon=149.1652345,alt=613.96#last_heartbeat|0.4990381#battery|Battery:voltage=12.193,current=27.08,level=85#velocity|[4.71, 0.0, 0.01]#attitude|Attitude:pitch=-0.316082775593,yaw=0.00710743153468,roll=0.00442087557167#airspeed|4.71999979019#groundspeed|4.71999979019heading|0#***      64861***     64881*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_000***DISTANCE***149.936234549***0.445277998876***      64861***     64881*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***102***1626158981.08***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3619156,lon=149.1652343,alt=29.97#location.global_frame|LocationGlobal:lat=-35.3619156,lon=149.1652343,alt=613.96#last_heartbeat|0.5953352#battery|Battery:voltage=12.193,current=27.08,level=85#velocity|[4.7, 0.0, 0.01]#attitude|Attitude:pitch=-0.313939750195,yaw=0.00734708411619,roll=0.00282251718454#airspeed|4.69999980927#groundspeed|4.69999980927heading|0#***      64901***     64921*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_003***DISTANCE***149.791519199***0.434146049537***      64901***     64923*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***102***1626158981.12***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3619187,lon=149.1652346,alt=29.97#location.global_frame|LocationGlobal:lat=-35.3619187,lon=149.1652346,alt=613.96#last_heartbeat|0.6444657#battery|Battery:voltage=12.193,current=27.17,level=85#velocity|[4.66, -0.01, 0.01]#attitude|Attitude:pitch=-0.31967869401,yaw=0.00716270226985,roll=0.00412386329845#airspeed|4.63999986649#groundspeed|4.63999986649heading|0#***      64921***     64934*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_001***DISTANCE***149.44642875***0.456409948215***      64921***     64935*** 


============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_002***715***1626158981.250084***COMMAND:HEARTBEAT_MESSAGE***      65001***     65004*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_000***713***1626158981.249368***COMMAND:HEARTBEAT_MESSAGE***      65001***     65005*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_003***716***1626158981.250302***COMMAND:HEARTBEAT_MESSAGE***      65001***     65006*** 

============GCS to UAV: Control Commands===========
 Publish MSG : @@@G_001***714***1626158981.249828***COMMAND:HEARTBEAT_MESSAGE***      65001***     65007*** 

============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***103***1626158981.43***TELEMETRY#location.global_relative_frame|LocationGlobalRelative:lat=-35.3618937,lon=149.1652345,alt=29.98#location.global_frame|LocationGlobal:lat=-35.3618937,lon=149.1652345,alt=613.97#last_heartbeat|0.9405583#battery|Battery:voltage=12.193,current=26.42,level=85#velocity|[4.69, -0.01, 0.02]#attitude|Attitude:pitch=-0.297720402479,yaw=0.00302109052427,roll=0.00921654142439#airspeed|4.78999996185#groundspeed|4.78999996185heading|0#***      65122***     65134*** 


============= UAV to GCS: Telemetry Packets==============
 Publish MSG : @@@U_002***DISTANCE***152.229416249***0.456409948215***      65122***     65135*** 
